ANNOTATIONSESSIONID,ANNOTATORID,CHARUID,FIXATIONUID,READERUID,TEXTLANG,TEXTUID
673,359,3786,803368,98,en,4
673,359,3752,803337,98,en,4
673,359,2885,803009,98,en,4
673,359,3295,803137,98,en,4
673,359,2918,803006,98,en,4
673,359,3397,803208,98,en,4
673,359,2938,803019,98,en,4
673,359,2990,803060,98,en,4
673,359,3231,803145,98,en,4
673,359,3581,803290,98,en,4
673,359,3554,803287,98,en,4
673,359,3382,803206,98,en,4
673,359,3737,803361,98,en,4
673,359,3055,803051,98,en,4
673,359,3643,803305,98,en,4
673,359,3377,803201,98,en,4
673,359,3600,803233,98,en,4
673,359,3001,803042,98,en,4
673,359,3521,803237,98,en,4
673,359,2992,803031,98,en,4
673,359,2950,803022,98,en,4
673,359,3589,803348,98,en,4
673,359,3408,803210,98,en,4
673,359,3009,803039,98,en,4
673,359,3206,803161,98,en,4
673,359,3132,803091,98,en,4
673,359,3073,803075,98,en,4
673,359,3206,803163,98,en,4
673,359,3359,803260,98,en,4
673,359,3166,803153,98,en,4
673,359,3754,803363,98,en,4
673,359,3346,803259,98,en,4
673,359,2881,803034,98,en,4
673,359,3586,803346,98,en,4
673,359,3730,803360,98,en,4
673,359,3836,803379,98,en,4
673,359,3614,803345,98,en,4
673,359,3795,803371,98,en,4
673,359,3081,803080,98,en,4
673,359,3272,803179,98,en,4
673,359,3166,803155,98,en,4
673,359,3253,803126,98,en,4
673,359,3572,803246,98,en,4
673,359,2877,802987,98,en,4
673,359,2987,803063,98,en,4
673,359,3318,803254,98,en,4
673,359,3175,803125,98,en,4
673,359,3716,803329,98,en,4
673,359,3191,803107,98,en,4
673,359,3377,803204,98,en,4
673,359,3410,803213,98,en,4
673,359,3459,803223,98,en,4
673,359,2914,803003,98,en,4
673,359,3267,803133,98,en,4
673,359,3196,803110,98,en,4
673,359,3064,803076,98,en,4
673,359,3226,803117,98,en,4
673,359,3729,803330,98,en,4
673,359,3686,803341,98,en,4
673,359,3145,803146,98,en,4
673,359,3332,803256,98,en,4
673,359,3031,803045,98,en,4
673,359,3628,803355,98,en,4
673,359,2896,802996,98,en,4
295,177,6354,851851,3,en,7
295,177,5975,851758,3,en,7
295,177,5581,851711,3,en,7
295,177,6248,851818,3,en,7
295,177,5822,851725,3,en,7
295,177,6560,851928,3,en,7
295,177,5847,851731,3,en,7
295,177,5806,851720,3,en,7
295,177,6266,851822,3,en,7
295,177,6231,851814,3,en,7
295,177,5981,851781,3,en,7
295,177,5856,851753,3,en,7
295,177,6025,851768,3,en,7
295,177,6037,851770,3,en,7
295,177,5703,851718,3,en,7
295,177,6109,851787,3,en,7
295,177,5888,851741,3,en,7
295,177,6167,851801,3,en,7
295,177,5938,851750,3,en,7
295,177,5604,851692,3,en,7
295,177,6170,851802,3,en,7
295,177,6072,851778,3,en,7
